gene_id	log2(fold_change)	q_value	p_value	significant	value_1	value_2
YGL239C	-0.626149	0.210789	0.17215	no	13.0123	8.43073
YGL240W	-0.69008	9.44412e-05	5e-05	yes	16.02	9.92954
YGL241W	-0.313907	9.44412e-05	5e-05	yes	17.0446	13.7117
YGL242C	-0.0837972	0.0776243	0.05815	no	144.103	135.971
YGL243W	0.0412249	0.455776	0.40275	no	25.0794	25.8063
YGL244W	0.0686439	0.13022	0.10205	no	104.321	109.405
YGL245W	0.0325037	0.555052	0.50295	no	406.956	416.229
YGL246C	-0.373179	9.44412e-05	5e-05	yes	60.7668	46.9168
YGL247W	0.0598804	0.316186	0.26775	no	51.503	53.6857
YGL248W	-0.0666938	0.157431	0.1253	no	95.8778	91.5464
YGL249W	-0.161807	0.0401335	0.02885	yes	4.84442	4.33045
YGL250W	0.246499	9.44412e-05	5e-05	yes	56.0356	66.4764
YGL251C	-0.281037	9.44412e-05	5e-05	yes	7.31468	6.01998
YGL252C	0.339873	9.44412e-05	5e-05	yes	111.931	141.665
YGL253W	0	1	1	no	2320.6	0
YGL254W	-0.0914594	0.0952859	0.07275	no	36.0419	33.828
YGL255W	-1.46048	9.44412e-05	5e-05	yes	165.364	60.0887
YGL256W	-0.433952	9.44412e-05	5e-05	yes	85.9575	63.6284
YGL257C	-0.179623	9.44412e-05	5e-05	yes	43.8288	38.6979
YGL258W	0.189256	0.0709225	0.05275	no	8.39608	9.573
YGL258W-A	0.351252	0.00597783	0.0038	yes	38.0243	48.5063
YGL259W	0.0464069	0.660059	0.61475	no	15.8191	16.3362
YGL260W	0.373058	0.195515	0.1586	no	4.81791	6.23966
YGL261C	0.247762	0.0878947	0.06665	no	8.30435	9.86028
YGL262W	0.914998	9.44412e-05	5e-05	yes	2.09198	3.94456
YGL263W	0.12108	0.125902	0.0983	no	8.91714	9.69782
YGR001C	-0.168172	0.00018467	0.0001	yes	87.9238	78.2495
YGR002C	0.0705505	0.16615	0.1329	no	26.7021	28.0404
YGR003W	-0.00596533	0.931404	0.9192	no	8.60688	8.57136
YGR004W	0.0262633	0.625729	0.57895	no	24.8583	25.315
YGR005C	0.0848813	0.0570618	0.0419	no	133.37	141.452
YGR006W	-0.0447578	0.501249	0.44845	no	27.8052	26.9558
YGR007W	0.230027	9.44412e-05	5e-05	yes	150.149	176.103
YGR008C	-1.32833	9.44412e-05	5e-05	yes	5575.76	2220.43
YGR009C	0.400073	9.44412e-05	5e-05	yes	78.6796	103.824
YGR010W	0.105558	0.0537448	0.0393	no	43.5675	46.8747
YGR011W	0.592959	9.44412e-05	5e-05	yes	83.3164	125.669
YGR012W	0.183755	9.44412e-05	5e-05	yes	57.7276	65.5691
YGR013W	0.220082	9.44412e-05	5e-05	yes	40.3227	46.9679
YGR014W	-0.372278	9.44412e-05	5e-05	yes	42.2449	32.6368
YGR015C	0.213484	9.44412e-05	5e-05	yes	23.6164	27.3829
YGR016W	0.22212	0.00884959	0.00575	yes	17.3397	20.2258
YGR017W	-0.338551	9.44412e-05	5e-05	yes	151.993	120.201
YGR018C	0.251896	0.00892234	0.0058	yes	261.424	311.296
YGR019W	0.0100838	0.843937	0.8171	no	119.61	120.449
YGR020C	0.0408624	0.382223	0.3308	no	1294.66	1331.85
YGR021W	-0.334205	9.44412e-05	5e-05	yes	117.386	93.113
YGR022C	-1.31692	0.00103333	0.0006	yes	40.1103	16.0999
YGR023W	-0.0370379	0.460391	0.40725	no	62.4972	60.9132
YGR024C	0.0650403	0.166992	0.13365	no	137.544	143.887
YGR025W	-0.0194403	0.892759	0.87215	no	23.4531	23.1392
YGR026W	0.0286576	0.548823	0.49655	no	219.988	224.402
YGR027C	-0.0609391	0.286861	0.2409	no	9891.29	9482.19
YGR027W-A	inf	1	1	no	0	34.0876
YGR027W-B	-2.29901	9.44412e-05	5e-05	yes	80.9229	16.4438
YGR028W	0.158037	0.000273377	0.00015	yes	60.2672	67.2442
YGR029W	0.215252	9.44412e-05	5e-05	yes	149.438	173.483
YGR030C	0.250283	9.44412e-05	5e-05	yes	51.189	60.8863
YGR031C-A	0.472125	0.491276	0.43795	no	3.85566	5.34839
YGR031W	0.265324	9.44412e-05	5e-05	yes	97.1092	116.716
YGR032W	-0.668045	9.44412e-05	5e-05	yes	45.3726	28.5557
YGR033C	0.139729	0.00262889	0.0016	yes	122.176	134.601
YGR034W	-0.281372	9.44412e-05	5e-05	yes	5839.72	4804.97
YGR035C	-3.7277	9.44412e-05	5e-05	yes	430.908	32.5263
YGR035W-A	-0.118468	0.170415	0.13665	no	187.684	172.888
YGR036C	-0.412201	9.44412e-05	5e-05	yes	68.8609	51.7473
YGR037C	0.141152	0.00111475	0.00065	yes	3099.13	3417.67
YGR038C-A	4.7319	1	1	no	1.84401	49.0012
YGR038C-B	-2.27062	9.44412e-05	5e-05	yes	76.7662	15.909
YGR038W	-0.048277	0.342126	0.29275	no	85.6992	82.8789
YGR039W	0.48005	0.000702012	0.0004	yes	10.8776	15.1719
YGR040W	-0.0488508	0.349495	0.29975	no	39.8402	38.5138
YGR041W	-0.165188	0.000360088	0.0002	yes	44.1031	39.3317
YGR042W	0.355461	9.44412e-05	5e-05	yes	71.5768	91.575
YGR043C	0.719797	9.44412e-05	5e-05	yes	18.6861	30.7751
YGR044C	-1.18474	9.44412e-05	5e-05	yes	104.175	45.827
YGR045C	0.721756	9.44412e-05	5e-05	yes	8.48082	13.9865
YGR046W	0.193639	9.44412e-05	5e-05	yes	48.1521	55.0689
YGR047C	0.422898	9.44412e-05	5e-05	yes	11.6074	15.5611
YGR048W	0.347901	9.44412e-05	5e-05	yes	88.8737	113.11
YGR049W	-0.0247404	0.631638	0.58485	no	122.334	120.254
YGR050C	1.40934	9.44412e-05	5e-05	yes	56.5345	150.164
YGR051C	2.619	9.44412e-05	5e-05	yes	31.6965	194.719
YGR052W	-0.0714325	0.207142	0.16895	no	25.0559	23.8455
YGR053C	0.31591	9.44412e-05	5e-05	yes	18.2784	22.7528
YGR054W	-0.505763	9.44412e-05	5e-05	yes	95.015	66.9179
YGR055W	-0.463367	9.44412e-05	5e-05	yes	117.845	85.4719
YGR056W	0.302653	9.44412e-05	5e-05	yes	23.5244	29.0152
YGR057C	0.0161761	0.811646	0.7805	no	33.7926	34.1737
YGR058W	0.0473531	0.431856	0.3795	no	24.008	24.8091
YGR059W	1.06693	9.44412e-05	5e-05	yes	1.31514	2.75518
YGR060W	-0.266496	9.44412e-05	5e-05	yes	601.103	499.719
YGR061C	-0.776887	9.44412e-05	5e-05	yes	142.842	83.3663
YGR062C	-0.00364967	0.947648	0.9391	no	41.5479	41.4429
YGR063C	-0.021354	0.679352	0.63485	no	668.017	658.202
YGR064W	0.22553	0.401113	0.34905	no	17.5419	20.5101
YGR065C	0.00776214	0.880764	0.85895	no	32.2169	32.3908
YGR066C	0.239589	0.00152038	0.0009	yes	13.625	16.0865
YGR067C	1.38314	9.44412e-05	5e-05	yes	4.94275	12.8924
YGR068C	0.0499532	0.322279	0.2736	no	29.0062	30.0281
YGR068W-A	-0.998179	0.198581	0.1613	no	219.054	109.665
YGR069W	0.414166	0.355008	0.30475	no	4.49119	5.98464
YGR070W	-0.445863	9.44412e-05	5e-05	yes	28.1591	20.6729
YGR071C	-0.3385	9.44412e-05	5e-05	yes	16.8907	13.3582
YGR072W	0.140829	0.00247203	0.0015	yes	50.8051	56.0146
YGR073C	0.0104524	0.968955	0.9654	no	17.5928	17.7208
YGR074W	-0.191567	0.0023195	0.0014	yes	194.592	170.395
YGR075C	0.0129506	0.893555	0.8732	no	45.646	46.0576
YGR076C	-0.0322544	0.599191	0.5489	no	76.9596	75.2581
YGR077C	0.0462131	0.341719	0.29235	no	34.2931	35.4094
YGR078C	0.0360408	0.472849	0.42015	no	112.132	114.968
YGR079W	-1.41666	9.44412e-05	5e-05	yes	16.6481	6.23603
YGR080W	-0.0780803	0.0896739	0.06815	no	90.0167	85.2744
YGR081C	-0.595792	9.44412e-05	5e-05	yes	47.7019	31.5634
YGR082W	-0.53378	9.44412e-05	5e-05	yes	292.471	202.022
YGR083C	-0.324237	9.44412e-05	5e-05	yes	60.6372	48.4322
YGR084C	-0.325921	9.44412e-05	5e-05	yes	65.2838	52.0827
YGR085C	-0.279692	9.44412e-05	5e-05	yes	1907.94	1571.69
YGR086C	0.342019	9.44412e-05	5e-05	yes	1055.13	1337.41
YGR087C	2.73289	9.44412e-05	5e-05	yes	1.84883	12.2908
YGR088W	-0.45291	9.44412e-05	5e-05	yes	36.1968	26.4442
YGR089W	0.0813011	0.0827899	0.06245	no	25.5434	27.0242
YGR090W	-0.63898	9.44412e-05	5e-05	yes	34.865	22.3892
YGR091W	-0.0119208	0.839974	0.81275	no	18.9535	18.7975
YGR092W	-0.084914	0.0696782	0.05175	no	42.3819	39.9594
YGR093W	-0.0108307	0.839177	0.81185	no	33.2938	33.0448
YGR094W	-0.215988	9.44412e-05	5e-05	yes	255.342	219.838
YGR095C	-0.380485	9.44412e-05	5e-05	yes	164.034	126.008
YGR096W	1.04605	9.44412e-05	5e-05	yes	32.0306	66.1389
YGR097W	0.188037	9.44412e-05	5e-05	yes	74.9136	85.3425
YGR098C	-0.379213	9.44412e-05	5e-05	yes	7.02409	5.40052
YGR099W	-0.0517588	0.326698	0.27805	no	17.0084	16.409
YGR100W	0.173242	9.44412e-05	5e-05	yes	40.6715	45.8607
YGR101W	0.0777858	0.102919	0.07905	no	52.5003	55.4087
YGR102C	0.0966622	0.0589751	0.04335	no	81.9904	87.672
YGR103W	-0.717033	9.44412e-05	5e-05	yes	205.352	124.926
YGR104C	-0.0654154	0.218176	0.17865	no	40.3772	38.5873
YGR105W	-0.214281	9.44412e-05	5e-05	yes	1198.35	1032.95
YGR106C	-0.077921	0.0942014	0.07185	no	427.92	405.42
YGR107W	2.11275	9.44412e-05	5e-05	yes	2.89732	12.5314
YGR108W	-1.21457	9.44412e-05	5e-05	yes	42.043	18.1164
YGR109C	0.172227	0.127534	0.09975	no	3.29021	3.7074
YGR109W-A	0.692522	1	1	no	19.7756	31.9595
YGR109W-B	0.263401	9.44412e-05	5e-05	yes	16.255	19.511
YGR110W	1.46776	9.44412e-05	5e-05	yes	7.88713	21.8151
YGR111W	0.165674	0.000702012	0.0004	yes	40.0354	44.9073
YGR112W	-0.227468	9.44412e-05	5e-05	yes	43.5741	37.2181
YGR113W	0.0609774	0.214038	0.175	no	49.2465	51.3726
YGR114C	-0.829642	0.0622759	0.0459	no	20.0078	11.2578
YGR115C	-inf	1	1	no	0.239829	0
YGR116W	-0.113527	0.0144561	0.0097	yes	53.3605	49.3225
YGR117C	-0.0493124	0.316123	0.2676	no	46.4368	44.8764
YGR118W	-0.272226	9.44412e-05	5e-05	yes	4865.57	4028.89
YGR119C	-0.102809	0.0222774	0.01535	yes	87.6825	81.6516
YGR120C	0.146896	0.0140346	0.0094	yes	28.751	31.8327
YGR121C	0.102476	0.0261726	0.01825	yes	48.9669	52.5716
YGR121W-A	0.32807	0.0513436	0.03745	no	22.6464	28.4288
YGR122C-A	-0.292414	0.0532996	0.03895	no	267.382	218.327
YGR122W	-0.0439027	0.37942	0.3282	no	42.5362	41.2613
YGR123C	-0.869609	9.44412e-05	5e-05	yes	45.0035	24.6302
YGR124W	-0.222094	9.44412e-05	5e-05	yes	606.334	519.823
YGR125W	0.170893	9.44412e-05	5e-05	yes	28.9557	32.597
YGR126W	-0.876405	9.44412e-05	5e-05	yes	10.4765	5.7068
YGR127W	0.16712	0.000273377	0.00015	yes	54.0071	60.64
YGR128C	-1.13336	9.44412e-05	5e-05	yes	26.0728	11.8853
YGR129W	-0.216253	0.000273377	0.00015	yes	39.0955	33.6534
YGR130C	0.0727223	0.127765	0.09995	no	170.494	179.308
YGR131W	-0.510846	9.44412e-05	5e-05	yes	56.8006	39.8632
YGR132C	-0.297534	9.44412e-05	5e-05	yes	303.78	247.168
YGR133W	0.286804	9.44412e-05	5e-05	yes	54.6129	66.6242
YGR134W	-0.000921024	0.984857	0.9829	no	20.3355	20.3225
YGR135W	0.08419	0.073095	0.0545	no	589.52	624.945
YGR136W	-0.0543676	0.403084	0.35095	no	301.917	290.751
YGR137W	0.277212	0.00160195	0.00095	yes	441.019	534.449
YGR138C	-0.775874	9.44412e-05	5e-05	yes	87.0077	50.8155
YGR139W	-0.0642296	0.709371	0.66675	no	7.8424	7.50091
YGR140W	-0.00590473	0.914794	0.89955	no	9.972	9.93127
YGR141W	0.0601318	0.199638	0.16225	no	59.5339	62.0677
YGR142W	-0.142398	0.00731273	0.0047	yes	30.3872	27.5311
YGR143W	-0.361452	9.44412e-05	5e-05	yes	67.4275	52.4843
YGR144W	0.962855	9.44412e-05	5e-05	yes	8.26409	16.108
YGR145W	-0.670709	9.44412e-05	5e-05	yes	53.3835	33.5354
YGR146C	-0.0150062	0.759883	0.7243	no	199.895	197.826
YGR146C-A	0.376501	0.0452531	0.0328	yes	46.2053	59.9833
YGR147C	-0.242484	9.44412e-05	5e-05	yes	167.33	141.442
YGR148C	-0.223986	9.44412e-05	5e-05	yes	2221.1	1901.7
YGR149W	-0.345064	9.44412e-05	5e-05	yes	45.1559	35.55
YGR150C	-0.184377	9.44412e-05	5e-05	yes	20.4717	18.0157
YGR151C	0.83365	9.44412e-05	5e-05	yes	67.1635	119.698
YGR152C	0.318386	9.44412e-05	5e-05	yes	78.6283	98.0443
YGR153W	1.29057	9.44412e-05	5e-05	yes	19.2406	47.0671
YGR154C	-0.510936	9.44412e-05	5e-05	yes	23.1004	16.2111
YGR155W	-1.04395	9.44412e-05	5e-05	yes	519.126	251.774
YGR156W	0.0608192	0.2238	0.1837	no	37.8049	39.4327
YGR157W	-0.900144	9.44412e-05	5e-05	yes	70.3653	37.704
YGR158C	-0.75945	9.44412e-05	5e-05	yes	86.2249	50.9349
YGR159C	-1.14233	9.44412e-05	5e-05	yes	791.044	358.364
YGR160W	-2.01456	9.44412e-05	5e-05	yes	55.4478	13.7228
YGR161C	0.610286	9.44412e-05	5e-05	yes	440.818	672.936
YGR161C-C	6.69054	1	1	no	0.487652	50.3691
YGR161C-D	-2.06069	9.44412e-05	5e-05	yes	69.7011	16.7074
YGR161W-A	inf	1	1	no	0	0.546872
YGR161W-B	-1.19237	9.44412e-05	5e-05	yes	25.5228	11.1684
YGR161W-C	0.976786	9.44412e-05	5e-05	yes	361.519	711.498
YGR162W	-0.67448	9.44412e-05	5e-05	yes	129.596	81.1995
YGR163W	0.341647	9.44412e-05	5e-05	yes	69.2686	87.7773
YGR164W	-1.26465	9.44412e-05	5e-05	yes	7.31613	3.04497
YGR165W	-0.222225	9.44412e-05	5e-05	yes	55.5766	47.6426
YGR166W	-0.161523	0.000360088	0.0002	yes	41.8619	37.4279
YGR167W	0.13726	0.00207888	0.00125	yes	484.355	532.7
YGR168C	-0.207119	9.44412e-05	5e-05	yes	29.5751	25.6199
YGR169C	0.0656698	0.207142	0.16895	no	30.3236	31.7358
YGR169C-A	0.183061	0.00018467	0.0001	yes	541.726	615.016
YGR170W	-0.0443968	0.346371	0.2967	no	28.0759	27.2251
YGR171C	-0.200711	9.44412e-05	5e-05	yes	17.1422	14.9158
YGR172C	-0.0073176	0.885278	0.8643	no	99.5086	99.0052
YGR173W	-0.696841	9.44412e-05	5e-05	yes	59.9018	36.9547
YGR174C	0.212208	9.44412e-05	5e-05	yes	136.277	157.871
YGR174W-A	0.54721	0.00224007	0.00135	yes	763.996	1116.39
YGR175C	-0.466254	9.44412e-05	5e-05	yes	282.615	204.569
YGR176W	-1.38176	9.44412e-05	5e-05	yes	121.271	46.5379
YGR177C	-1.67251	9.44412e-05	5e-05	yes	28.4213	8.91599
YGR178C	0.332286	9.44412e-05	5e-05	yes	136.069	171.312
YGR179C	0.326937	9.44412e-05	5e-05	yes	29.0748	36.4699
YGR180C	-0.743408	9.44412e-05	5e-05	yes	729.62	435.821
YGR181W	0.176132	0.00340508	0.0021	yes	496.599	561.083
YGR182C	0.234805	0.0033331	0.00205	yes	223.618	263.142
YGR183C	-0.0577788	0.277846	0.23265	no	1076.25	1034
YGR184C	0.0252751	0.595595	0.54515	no	27.464	27.9494
YGR185C	-0.351327	9.44412e-05	5e-05	yes	295.137	231.347
YGR186W	0.239545	9.44412e-05	5e-05	yes	114.052	134.652
YGR187C	-0.622443	9.44412e-05	5e-05	yes	50.9847	33.1182
YGR188C	0.338262	9.44412e-05	5e-05	yes	3.2201	4.07096
YGR189C	0.6022	9.44412e-05	5e-05	yes	454.53	689.99
YGR190C	-1.10491	9.44412e-05	5e-05	yes	41.7873	19.4283
YGR191W	-0.273475	9.44412e-05	5e-05	yes	102.418	84.7331
YGR192C	0	1	1	no	0	0
YGR193C	0.126713	0.00431802	0.0027	yes	123.575	134.92
YGR194C	0.086756	0.064341	0.04755	no	37.1328	39.4342
YGR195W	-0.369361	9.44412e-05	5e-05	yes	107.815	83.4626
YGR196C	0.11902	0.00913162	0.00595	yes	31.7913	34.5252
YGR197C	0.587656	9.44412e-05	5e-05	yes	21.0534	31.6391
YGR198W	0.00510131	0.92013	0.9055	no	39.0215	39.1597
YGR199W	-0.0306594	0.536786	0.4841	no	30.339	29.701
YGR200C	-0.629806	9.44412e-05	5e-05	yes	44.0938	28.4962
YGR201C	-0.162717	0.00135741	0.0008	yes	58.8169	52.5436
YGR202C	-0.377648	9.44412e-05	5e-05	yes	105.936	81.5379
YGR203W	0.532504	9.44412e-05	5e-05	yes	122.058	176.549
YGR204C-A	-0.156298	0.18186	0.14655	no	990.828	889.095
YGR204W	-0.168036	0.000867507	0.0005	yes	287.494	255.885
YGR205W	-0.00662032	0.894931	0.87605	no	94.5345	94.1017
YGR206W	0.0397974	0.581787	0.531	no	124.93	128.425
YGR207C	0.354357	9.44412e-05	5e-05	yes	120.962	154.64
YGR208W	-0.589203	9.44412e-05	5e-05	yes	145.006	96.3872
YGR209C	-0.134152	0.00278899	0.0017	yes	2709.04	2468.49
YGR210C	-0.412032	9.44412e-05	5e-05	yes	158.257	118.94
YGR211W	-1.19903	9.44412e-05	5e-05	yes	85.8356	37.3873
YGR212W	-0.100019	0.11707	0.09085	no	12.7674	11.9123
YGR213C	-0.0971024	0.128687	0.10075	no	22.2334	20.7862
YGR214W	-0.453265	9.44412e-05	5e-05	yes	2446.38	1786.81
YGR215W	-0.0205914	0.741774	0.70265	no	154.253	152.067
YGR216C	0.0117204	0.828865	0.8001	no	25.9756	26.1875
YGR217W	0.118077	0.0129651	0.00865	yes	7.31311	7.93683
YGR218W	-0.138152	0.00143963	0.00085	yes	65.5452	59.5598
YGR219W	0.30493	0.00191892	0.00115	yes	108.026	133.451
YGR220C	-0.184683	0.000702012	0.0004	yes	88.8362	78.1618
YGR221C	-0.0614441	0.222847	0.18285	no	23.3205	22.3481
YGR222W	0.0953232	0.0644497	0.04765	no	43.6481	46.6295
YGR223C	0.482285	9.44412e-05	5e-05	yes	66.7937	93.3078
YGR224W	-0.0319369	0.537269	0.4847	no	25.1007	24.5511
YGR225W	1.05425	9.44412e-05	5e-05	yes	3.01938	6.27015
YGR226C	1.45391	9.44412e-05	5e-05	yes	15.9889	43.8014
YGR227W	0.0992394	0.0383409	0.02745	yes	31.498	33.741
YGR228W	0.522075	0.000949974	0.00055	yes	183.968	264.182
YGR229C	-0.115686	0.0258594	0.018	yes	136.115	125.627
YGR230W	0.882555	9.44412e-05	5e-05	yes	45.8939	84.6118
YGR231C	-0.0242356	0.61828	0.5696	no	287.147	282.364
YGR232W	0.566702	9.44412e-05	5e-05	yes	138.436	205.042
YGR233C	-1.38692	9.44412e-05	5e-05	yes	32.5458	12.4449
YGR234W	-4.2312	9.44412e-05	5e-05	yes	623.05	33.1745
YGR235C	0.392232	9.44412e-05	5e-05	yes	126.389	165.875
YGR236C	1.05538	9.44412e-05	5e-05	yes	19.3769	40.2703
YGR237C	0.150901	0.00078492	0.00045	yes	54.6092	60.6305
YGR238C	0.0578277	0.253221	0.21025	no	13.6837	14.2434
YGR239C	0.514512	9.44412e-05	5e-05	yes	22.558	32.2243
YGR240C	-0.289547	9.44412e-05	5e-05	yes	455.252	372.469
YGR240C-A	0.0300788	0.806567	0.775	no	109.55	111.858
YGR241C	0.00227261	0.964355	0.9589	no	104.412	104.576
YGR242W	-0.510023	0.122147	0.0952	no	38.5223	27.0508
YGR243W	0.112184	0.0144561	0.0097	yes	331.502	358.309
YGR244C	0.554506	9.44412e-05	5e-05	yes	206.062	302.636
YGR245C	-0.666413	9.44412e-05	5e-05	yes	93.6106	58.9814
YGR246C	0.49615	9.44412e-05	5e-05	yes	39.5242	55.7466
YGR247W	0.0366821	0.460244	0.40705	no	102.163	104.794
YGR248W	-0.0139539	0.785985	0.7527	no	121.301	120.134
YGR249W	-0.871821	9.44412e-05	5e-05	yes	66.958	36.5897
YGR250C	-0.310467	9.44412e-05	5e-05	yes	84.6707	68.2769
YGR251W	-0.31693	9.44412e-05	5e-05	yes	51.699	41.5028
YGR252W	0.0358074	0.462973	0.4101	no	50.5377	51.8078
YGR253C	0.107925	0.0220067	0.01515	yes	549.797	592.504
YGR254W	0	1	1	no	0	0
YGR255C	0.133641	0.0039423	0.00245	yes	81.4415	89.3461
YGR256W	0.805142	9.44412e-05	5e-05	yes	7.73069	13.508
YGR257C	-0.262044	9.44412e-05	5e-05	yes	105.382	87.8786
YGR258C	0.445319	9.44412e-05	5e-05	yes	25.498	34.7184
YGR259C	-3.5042	0.0199474	0.01365	yes	51.3475	4.52533
YGR260W	-0.146945	0.00254994	0.00155	yes	256.007	231.216
YGR261C	-0.0504493	0.281742	0.2363	no	45.4919	43.9286
YGR262C	-0.102911	0.0243809	0.0169	yes	128.282	119.45
YGR263C	0.22815	9.44412e-05	5e-05	yes	23.593	27.6352
YGR264C	-0.737629	9.44412e-05	5e-05	yes	163.917	98.3049
YGR265W	-1.30009	0.0104224	0.00685	yes	19.7916	8.03741
YGR266W	0.374462	9.44412e-05	5e-05	yes	40.3202	52.2693
YGR267C	0.0697824	0.126841	0.09915	no	352.012	369.457
YGR268C	-0.104388	0.0301969	0.02125	yes	211.857	197.07
YGR269W	-0.401662	0.2256	0.18535	no	17.4843	13.2354
YGR270C-A	-5.12933	9.44412e-05	5e-05	yes	5.20039	0.148578
YGR270W	0.103314	0.0223401	0.0154	yes	38.3717	41.2204
YGR271C-A	-0.990251	9.44412e-05	5e-05	yes	41.665	20.9737
YGR271W	-0.165446	0.000273377	0.00015	yes	14.2099	12.6703
YGR273C	-0.296625	1	1	no	0.347387	0.282827
YGR274C	0.280464	9.44412e-05	5e-05	yes	24.6365	29.9231
YGR275W	0.0875976	0.0625891	0.04615	no	213.071	226.409
YGR276C	0.121244	0.00657859	0.0042	yes	53.4121	58.0948
YGR277C	-0.0822968	0.0811812	0.0611	no	90.5353	85.5153
YGR278W	0.184467	0.000273377	0.00015	yes	16.6306	18.8989
YGR279C	-0.233524	9.44412e-05	5e-05	yes	565.761	481.211
YGR280C	-0.901782	9.44412e-05	5e-05	yes	145.182	77.7049
YGR281W	-0.714077	9.44412e-05	5e-05	yes	38.6989	23.5906
YGR282C	0.111835	0.0388415	0.02785	yes	1492.1	1612.37
YGR283C	-0.454861	9.44412e-05	5e-05	yes	52.4667	38.2787
YGR284C	0.299811	9.44412e-05	5e-05	yes	147.951	182.125
YGR285C	-0.215533	9.44412e-05	5e-05	yes	741.379	638.497
YGR286C	-0.517169	9.44412e-05	5e-05	yes	116.615	81.4839
YGR287C	0.242727	9.44412e-05	5e-05	yes	20.0357	23.7068
YGR288W	-0.227791	9.44412e-05	5e-05	yes	23.8662	20.3803
YGR289C	0.328972	9.44412e-05	5e-05	yes	40.088	50.3552
YGR290W	-0.460258	0.32222	0.2735	no	5.02544	3.65278
YGR291C	-0.197682	1	1	no	2.49048	2.17157
YGR292W	0.327451	9.44412e-05	5e-05	yes	13.5929	17.0563
YGR293C	0.298795	0.0709751	0.0528	no	7.92925	9.7539
YGR294W	0.0842854	0.555836	0.504	no	18.759	19.8876
YGR295C	0.0548146	0.237948	0.19655	no	124.353	129.169
YGR296C-A	0.0391714	0.829586	0.80105	no	64.7208	66.5021
YGR296C-B	1.04618	9.44412e-05	5e-05	yes	40.5285	83.6938
YGR296W	0.455372	9.44412e-05	5e-05	yes	21.3413	29.2618
YHL001W	-0.327221	9.44412e-05	5e-05	yes	3201.59	2551.89
YHL002C-A	-0.477389	0.0624664	0.04605	no	20.2494	14.5447
YHL002W	0.00882694	0.862891	0.83855	no	92.3527	92.9195
YHL003C	-0.219566	9.44412e-05	5e-05	yes	114.025	97.9275
YHL004W	-0.394108	9.44412e-05	5e-05	yes	94.6483	72.0236
YHL005C	-0.675279	0.00424532	0.00265	yes	24.3524	15.2498
YHL006C	0.183335	0.00665054	0.00425	yes	48.4543	55.0201
YHL006W-A	-0.694336	0.00371648	0.0023	yes	49.2929	30.4627
YHL007C	-0.144008	0.00152038	0.0009	yes	48.1874	43.6096
YHL008C	-0.0446605	0.357416	0.3072	no	39.8156	38.602
YHL009C	0.033985	0.516887	0.4641	no	40.7562	41.7276
YHL009W-A	-inf	1	1	no	0.00726986	0
YHL009W-B	-0.489835	9.44412e-05	5e-05	yes	2.10955	1.50222
YHL010C	0.07784	0.111559	0.0863	no	26.4115	27.8757
YHL011C	-0.617111	9.44412e-05	5e-05	yes	200.633	130.808
YHL012W	-0.772508	9.44412e-05	5e-05	yes	7.04845	4.12615
YHL013C	-0.022062	0.678941	0.6341	no	43.888	43.222
YHL014C	-0.127878	0.012827	0.00855	yes	29.1048	26.636
YHL015W	-0.368332	9.44412e-05	5e-05	yes	11578.4	8969.56
YHL015W-A	1.17183	0.000273377	0.00015	yes	213.188	480.307
YHL016C	0.395323	9.44412e-05	5e-05	yes	7.853	10.3286
YHL017W	-0.115496	0.0107167	0.00705	yes	65.5986	60.5517
YHL018W	-0.742237	9.44412e-05	5e-05	yes	20.3461	12.1631
YHL019C	-0.146041	0.02513	0.01745	yes	35.7601	32.3174
YHL019W-A	0.294628	0.00018467	0.0001	yes	85.9827	105.464
YHL020C	0.705252	9.44412e-05	5e-05	yes	119.76	195.26
YHL021C	-1.74577	9.44412e-05	5e-05	yes	271.188	80.8615
YHL022C	-0.132582	0.260799	0.2171	no	2.97127	2.71039
YHL023C	0.437178	9.44412e-05	5e-05	yes	19.3717	26.2284
YHL024W	-0.0827839	0.106181	0.08175	no	16.3329	15.4221
YHL025W	0.42196	9.44412e-05	5e-05	yes	224.192	300.36
YHL026C	0.169094	0.000619078	0.00035	yes	31.9623	35.9369
YHL027W	0.0509925	0.275061	0.23015	no	104.213	107.963
YHL028W	0.100333	0.0376612	0.0269	yes	26.6319	28.55
YHL029C	0.155448	0.000949974	0.00055	yes	25.519	28.4223
YHL030W	0.00936183	0.854628	0.82915	no	24.1139	24.2709
YHL030W-A	-0.0340487	0.827238	0.79815	no	45.5302	44.4683
YHL031C	0.198265	0.000360088	0.0002	yes	110.809	127.133
YHL032C	0.158906	0.000532366	0.0003	yes	81.9637	91.5075
YHL033C	-0.605746	9.44412e-05	5e-05	yes	1750.81	1150.51
YHL034C	0.000888025	0.988462	0.9868	no	647.944	648.343
YHL034W-A	0.690353	9.44412e-05	5e-05	yes	382.938	617.939
YHL035C	-0.771935	9.44412e-05	5e-05	yes	25.233	14.7773
YHL036W	-1.02364	9.44412e-05	5e-05	yes	36.1493	17.7809
YHL037C	1.12035	9.44412e-05	5e-05	yes	5.21818	11.3443
YHL038C	0.238655	9.44412e-05	5e-05	yes	13.4288	15.8446
YHL039W	-0.445491	9.44412e-05	5e-05	yes	32.954	24.1993
YHL040C	-0.853003	9.44412e-05	5e-05	yes	37.4183	20.7159
YHL041W	0.330856	1	1	no	0.932113	1.17237
